DATE_OF_SURVEY,YEAR,MONTH,DAY,REGION,BED,BED_NAME,HARVESTED,TOTAL,AVAILABLE,DATE_PREVIOUS_SURVEY,Notes
06/22/1981,1981,6,22,"Southern","5","Encinitas",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","6","Las Flores",-99999,50,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","8","Capistrano Beach",-99999,0,0,05/06/1981," "
06/22/1981,1981,6,22,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","13","Palos Verdes",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","14","Redondo Beach",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","16","Malibu",-99999,100,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","17","Point Dume",-99999,1200,1000,06/01/1981," "
06/22/1981,1981,6,22,"Southern","18","Ventura",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","19","Rincon Point",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","20","Carpinteria",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","21","Summerland",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","22","Santa Barbara",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","23","Santa Barbara Breakwater",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","24","Arroyo Burro",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","25","Hope Ranch",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","26","Goleta",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","27","Coal Oil Point",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","28","Naples",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","29","El Refugio",-99999,500,400,06/01/1981," "
06/22/1981,1981,6,22,"Southern","30","Tajiguas",-99999,1600,1200,06/01/1981," "
06/22/1981,1981,6,22,"Southern","31","Gaviota",-99999,3200,2500,06/01/1981," "
06/22/1981,1981,6,22,"Southern","32","San Augustine",-99999,2000,1600,06/01/1981," "
06/22/1981,1981,6,22,"Southern","33","Point Conception",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","101","San Clemente Island (S)",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","102","San Clemente Island (W)",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","103","San Clemente Island (N)",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","106","Santa Barbara Island",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","110","Santa Cruz Island (N)",-99999,50,0,05/21/1981," "
06/22/1981,1981,6,22,"Southern","111","Santa Cruz Island (W)",-99999,300,200,05/21/1981," "
06/22/1981,1981,6,22,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","113","Santa Rosa Island (SE)",-99999,200,150,05/21/1981," "
06/22/1981,1981,6,22,"Southern","114","Santa Rosa Island (SW)",-99999,400,300,06/01/1981," "
06/22/1981,1981,6,22,"Southern","115","Santa Rosa Island (NW)",-99999,1200,1000,06/01/1981," "
06/22/1981,1981,6,22,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
06/22/1981,1981,6,22,"Southern","117","San Miguel Island (S)",-99999,2400,2000,06/01/1981," "
06/22/1981,1981,6,22,"Southern","118","San Miguel Island (N)",-99999,100,0,05/21/1981," "
06/22/1981,1981,6,22,"Southern","107A","San Nicolas Island",-99999,800,700,06/01/1981," "
06/22/1981,1981,6,22,"Southern","107B","San Nicolas Island (Foul)",-99999,0,0,06/01/1981," "
06/22/1981,1981,6,22,"Southern","108A","San Nicolas Island (Rockpile)",-99999,500,400,06/01/1981," "
06/22/1981,1981,6,22,"Southern","108B","San Nicolas Island (Westend)",-99999,300,200,06/01/1981," "
06/22/1981,1981,6,22,"Southern","108C","San Nicolas Island (Barrack)",-99999,200,100,06/01/1981," "
07/02/1981,1981,7,2,"Southern","106","Santa Barbara Island",-99999,100,50,06/08/1981," "
07/06/1981,1981,7,6,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","2","Coronado",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","3","Point Loma",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","4","Del Mar",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","5","Encinitas",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","6","Las Flores",-99999,50,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","7","San Onofre",-99999,0,0,02/10/1977," "
07/06/1981,1981,7,6,"Southern","8","Capistrano Beach",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","13","Palos Verdes",-99999,100,50,04/21/1981," "
07/06/1981,1981,7,6,"Southern","14","Redondo Beach",-99999,50,0,04/21/1981," "
07/06/1981,1981,7,6,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","16","Malibu",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","17","Point Dume",-99999,300,200,06/22/1981," "
07/06/1981,1981,7,6,"Southern","18","Ventura",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","19","Rincon Point",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","20","Carpinteria",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","21","Summerland",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","22","Santa Barbara",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","23","Santa Barbara Breakwater",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","24","Arroyo Burro",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","25","Hope Ranch",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","26","Goleta",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","27","Coal Oil Point",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","28","Naples",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","29","El Refugio",-99999,600,400,06/22/1981," "
07/06/1981,1981,7,6,"Southern","30","Tajiguas",-99999,400,300,06/22/1981," "
07/06/1981,1981,7,6,"Southern","31","Gaviota",-99999,400,300,06/22/1981," "
07/06/1981,1981,7,6,"Southern","32","San Augustine",-99999,1400,1200,06/22/1981," "
07/06/1981,1981,7,6,"Southern","33","Point Conception",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","101","San Clemente Island (S)",-99999,100,50,06/08/1981," "
07/06/1981,1981,7,6,"Southern","102","San Clemente Island (W)",-99999,800,700,06/08/1981," "
07/06/1981,1981,7,6,"Southern","103","San Clemente Island (N)",-99999,800,700,06/08/1981," "
07/06/1981,1981,7,6,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","110","Santa Cruz Island (N)",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","111","Santa Cruz Island (W)",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","113","Santa Rosa Island (SE)",-99999,0,0,06/22/1981," "
07/06/1981,1981,7,6,"Southern","114","Santa Rosa Island (SW)",-99999,400,300,06/22/1981," "
07/06/1981,1981,7,6,"Southern","115","Santa Rosa Island (NW)",-99999,1600,1200,06/22/1981," "
07/06/1981,1981,7,6,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
07/06/1981,1981,7,6,"Southern","117","San Miguel Island (S)",-99999,1400,1000,06/22/1981," "
07/06/1981,1981,7,6,"Southern","118","San Miguel Island (N)",-99999,200,100,06/22/1981," "
07/06/1981,1981,7,6,"Southern","107A","San Nicolas Island",-99999,1000,800,06/22/1981," "
07/06/1981,1981,7,6,"Southern","107B","San Nicolas Island (Foul)",-99999,400,300,06/22/1981," "
07/06/1981,1981,7,6,"Southern","108A","San Nicolas Island (Rockpile)",-99999,800,600,06/22/1981," "
07/06/1981,1981,7,6,"Southern","108B","San Nicolas Island (Westend)",-99999,400,300,06/22/1981," "
07/06/1981,1981,7,6,"Southern","108C","San Nicolas Island (Barrack)",-99999,200,100,06/22/1981," "
07/23/1981,1981,7,23,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","2","Coronado",-99999,200,150,07/06/1981," "
07/23/1981,1981,7,23,"Southern","3","Point Loma",-99999,200,150,07/06/1981," "
07/23/1981,1981,7,23,"Southern","4","Del Mar",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","5","Encinitas",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","6","Las Flores",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","8","Capistrano Beach",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","13","Palos Verdes",-99999,200,100,07/06/1981," "
07/23/1981,1981,7,23,"Southern","14","Redondo Beach",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","16","Malibu",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","17","Point Dume",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","18","Ventura",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","19","Rincon Point",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","20","Carpinteria",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","21","Summerland",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","22","Santa Barbara",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","23","Santa Barbara Breakwater",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","24","Arroyo Burro",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","25","Hope Ranch",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","26","Goleta",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","27","Coal Oil Point",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","28","Naples",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","29","El Refugio",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","30","Tajiguas",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","31","Gaviota",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","32","San Augustine",-99999,800,600,07/06/1981," "
07/23/1981,1981,7,23,"Southern","33","Point Conception",-99999,200,100,06/22/1981," "
07/23/1981,1981,7,23,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","101","San Clemente Island (S)",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","102","San Clemente Island (W)",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","103","San Clemente Island (N)",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","106","Santa Barbara Island",-99999,100,50,07/02/1981," "
07/23/1981,1981,7,23,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","110","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","111","Santa Cruz Island (W)",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","113","Santa Rosa Island (SE)",-99999,0,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","114","Santa Rosa Island (SW)",-99999,600,400,07/06/1981," "
07/23/1981,1981,7,23,"Southern","115","Santa Rosa Island (NW)",-99999,2000,1800,07/06/1981," "
07/23/1981,1981,7,23,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
07/23/1981,1981,7,23,"Southern","117","San Miguel Island (S)",-99999,2000,1800,07/06/1981," "
07/23/1981,1981,7,23,"Southern","118","San Miguel Island (N)",-99999,100,0,07/06/1981," "
07/23/1981,1981,7,23,"Southern","107A","San Nicolas Island",-99999,700,500,07/06/1981," "
07/23/1981,1981,7,23,"Southern","107B","San Nicolas Island (Foul)",-99999,300,200,07/06/1981," "
07/23/1981,1981,7,23,"Southern","108A","San Nicolas Island (Rockpile)",-99999,900,700,07/06/1981," "
07/23/1981,1981,7,23,"Southern","108B","San Nicolas Island (Westend)",-99999,300,200,07/06/1981," "
07/23/1981,1981,7,23,"Southern","108C","San Nicolas Island (Barrack)",-99999,500,400,07/06/1981," "
08/09/1981,1981,8,9,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","2","Coronado",-99999,400,300,07/23/1981," "
08/09/1981,1981,8,9,"Southern","3","Point Loma",-99999,400,300,07/23/1981," "
08/09/1981,1981,8,9,"Southern","4","Del Mar",-99999,200,100,07/23/1981," "
08/09/1981,1981,8,9,"Southern","5","Encinitas",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","6","Las Flores",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","8","Capistrano Beach",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","13","Palos Verdes",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","14","Redondo Beach",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","16","Malibu",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","17","Point Dume",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","18","Ventura",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","19","Rincon Point",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","20","Carpinteria",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","21","Summerland",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","22","Santa Barbara",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","23","Santa Barbara Breakwater",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","24","Arroyo Burro",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","25","Hope Ranch",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","26","Goleta",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","27","Coal Oil Point",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","28","Naples",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","29","El Refugio",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","30","Tajiguas",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","31","Gaviota",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","32","San Augustine",-99999,500,400,07/23/1981," "
08/09/1981,1981,8,9,"Southern","33","Point Conception",-99999,600,500,07/23/1981," "
08/09/1981,1981,8,9,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","101","San Clemente Island (S)",-99999,0,0,07/06/1981," "
08/09/1981,1981,8,9,"Southern","102","San Clemente Island (W)",-99999,400,300,07/06/1981," "
08/09/1981,1981,8,9,"Southern","103","San Clemente Island (N)",-99999,200,100,07/06/1981," "
08/09/1981,1981,8,9,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","106","Santa Barbara Island",-99999,50,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","110","Santa Cruz Island (N)",-99999,0,0,07/06/1981," "
08/09/1981,1981,8,9,"Southern","111","Santa Cruz Island (W)",-99999,0,0,07/06/1981," "
08/09/1981,1981,8,9,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","113","Santa Rosa Island (SE)",-99999,100,50,07/23/1981," "
08/09/1981,1981,8,9,"Southern","114","Santa Rosa Island (SW)",-99999,400,300,07/23/1981," "
08/09/1981,1981,8,9,"Southern","115","Santa Rosa Island (NW)",-99999,1600,1200,07/23/1981," "
08/09/1981,1981,8,9,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
08/09/1981,1981,8,9,"Southern","117","San Miguel Island (S)",-99999,1600,1200,07/23/1981," "
08/09/1981,1981,8,9,"Southern","118","San Miguel Island (N)",-99999,200,100,07/23/1981," "
08/09/1981,1981,8,9,"Southern","107A","San Nicolas Island",-99999,400,300,07/23/1981," "
08/09/1981,1981,8,9,"Southern","107B","San Nicolas Island (Foul)",-99999,400,300,07/23/1981," "
08/09/1981,1981,8,9,"Southern","108A","San Nicolas Island (Rockpile)",-99999,1000,800,07/23/1981," "
08/09/1981,1981,8,9,"Southern","108B","San Nicolas Island (Westend)",-99999,0,0,07/23/1981," "
08/09/1981,1981,8,9,"Southern","108C","San Nicolas Island (Barrack)",-99999,400,300,07/23/1981," "
08/28/1981,1981,8,28,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","2","Coronado",-99999,500,400,08/09/1981," "
08/28/1981,1981,8,28,"Southern","3","Point Loma",-99999,500,400,08/09/1981," "
08/28/1981,1981,8,28,"Southern","4","Del Mar",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","5","Encinitas",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","6","Las Flores",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","7","San Onofre",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","8","Capistrano Beach",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","13","Palos Verdes",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","14","Redondo Beach",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","16","Malibu",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","17","Point Dume",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","18","Ventura",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","19","Rincon Point",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","20","Carpinteria",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","21","Summerland",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","22","Santa Barbara",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","23","Santa Barbara Breakwater",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","24","Arroyo Burro",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","25","Hope Ranch",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","26","Goleta",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","27","Coal Oil Point",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","28","Naples",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","29","El Refugio",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","30","Tajiguas",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","31","Gaviota",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","32","San Augustine",-99999,100,50,08/09/1981," "
08/28/1981,1981,8,28,"Southern","33","Point Conception",-99999,1000,800,08/09/1981," "
08/28/1981,1981,8,28,"Southern","34","Point Arguello",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","101","San Clemente Island (S)",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","102","San Clemente Island (W)",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","103","San Clemente Island (N)",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","104","San Clemente Island (E)",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","105","Santa Catalina Island",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","106","Santa Barbara Island",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","109","Anacapa Island",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","110","Santa Cruz Island (N)",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","111","Santa Cruz Island (W)",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","112","Santa Cruz Island (N)",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","113","Santa Rosa Island (SE)",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","114","Santa Rosa Island (SW)",-99999,200,100,08/09/1981," "
08/28/1981,1981,8,28,"Southern","115","Santa Rosa Island (NW)",-99999,1800,1600,08/09/1981," "
08/28/1981,1981,8,28,"Southern","116","Santa Rosa Island (NE)",-99999,-99999,-99999,01/01/1800," "
08/28/1981,1981,8,28,"Southern","117","San Miguel Island (S)",-99999,1000,800,08/09/1981," "
08/28/1981,1981,8,28,"Southern","118","San Miguel Island (N)",-99999,100,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","107A","San Nicolas Island",-99999,200,100,08/09/1981," "
08/28/1981,1981,8,28,"Southern","107B","San Nicolas Island (Foul)",-99999,200,150,08/09/1981," "
08/28/1981,1981,8,28,"Southern","108A","San Nicolas Island (Rockpile)",-99999,500,400,08/09/1981," "
08/28/1981,1981,8,28,"Southern","108B","San Nicolas Island (Westend)",-99999,0,0,08/09/1981," "
08/28/1981,1981,8,28,"Southern","108C","San Nicolas Island (Barrack)",-99999,0,0,08/09/1981," "
09/22/1981,1981,9,22,"Southern","1","Imperial Beach",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","2","Coronado",-99999,750,600,08/28/1981," "
09/22/1981,1981,9,22,"Southern","3","Point Loma",-99999,750,600,08/28/1981," "
09/22/1981,1981,9,22,"Southern","4","Del Mar",-99999,400,300,08/28/1981," "
09/22/1981,1981,9,22,"Southern","5","Encinitas",-99999,0,0,08/28/1981," "
09/22/1981,1981,9,22,"Southern","6","Las Flores",-99999,0,0,08/28/1981," "
09/22/1981,1981,9,22,"Southern","7","San Onofre",-99999,0,0,07/06/1981," "
09/22/1981,1981,9,22,"Southern","8","Capistrano Beach",-99999,0,0,08/09/1981," "
09/22/1981,1981,9,22,"Southern","9","San Clemente",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","10","Corona Del Mar",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","13","Palos Verdes",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","14","Redondo Beach",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","15","Pacific Palisades",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","16","Malibu",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","17","Point Dume",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","18","Ventura",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","19","Rincon Point",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","20","Carpinteria",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","21","Summerland",-99999,0,0,08/28/1981," "
09/22/1981,1981,9,22,"Southern","22","Santa Barbara",-99999,0,0,08/28/1981," "
09/22/1981,1981,9,22,"Southern","23","Santa Barbara Breakwater",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","24","Arroyo Burro",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","25","Hope Ranch",-99999,-99999,-99999,01/01/1800," "
09/22/1981,1981,9,22,"Southern","26","Goleta",-99999,-99999,-99999,01/01/1800," "
